,smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0.1,E2-PBE0.1,f1-PBE0.1,f2-PBE0.1,E1-CAM,E2-CAM,f1-CAM,f2-CAM,mol_id
9566,[H]C([H])([H])C#CC([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.26824667,0.27765396,0.00024431,0.01768594,0.24211666,0.25276362,0.00032432,0.00925543,0.24211666,0.25276362,0.00032432,0.00925543,0.23982977,0.24950587,0.0003,0.0053,9566
20788,[H]Oc1nn([H])c([H])c1N([H])C([H])([H])[H],0.20207669,0.20628859,0.10361527,0.01670655,0.20613347,0.21427904,0.11993812,0.00127354,0.20613347,0.21427904,0.11993812,0.00127354,0.20419028,0.20722945,0.0481,0.079,20788
14784,[H]C(=O)C#CC([H])([H])C1([H])N([H])C1([H])[H],0.14853043,0.20698575,0.00022232,0.00018015,0.13903745,0.17518277,0.00017186,0.00079221,0.13903745,0.17518277,0.00017186,0.00079221,0.14420803,0.17792553,0.0003,0.0001,14784
10062,[H]C#CC1(C#N)N([H])C([H])([H])C1([H])[H],0.23238907,0.25278967,0.03382982,0.00070676,0.2136698,0.22779928,0.02133905,0.00035753,0.2136698,0.22779928,0.02133905,0.00035753,0.22550489,0.23218959,0.0257,0.0007,10062
6879,[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])C#N,0.17369932,0.26294227,2.85e-06,0.00319632,0.16880357,0.22353994,2.98e-06,0.0008239,0.16880357,0.22353994,2.98e-06,0.0008239,0.16881905,0.26686993,0.0,0.0013,6879
6550,[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.21578294,0.25707935,0.00032448,0.0289022,0.21336576,0.2746169,0.00071618,0.01662513,0.21336576,0.2746169,0.00071618,0.01662513,0.21255075,0.2685163,0.0003,0.0113,6550
16387,[H]C1(C#N)OC2([H])C([H])([H])C2([H])C1([H])[H],0.25499586,0.27216036,0.00320568,0.00358172,0.24121796,0.2590449,0.00378658,0.00269743,0.24121796,0.2590449,0.00378658,0.00269743,0.25414731,0.2724742,0.0026,0.0011,16387
14284,[H]C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,0.16291013,0.21500747,0.00035527,0.00116529,0.157182,0.20971493,0.00042184,0.00153326,0.157182,0.20971493,0.00042184,0.00153326,0.15747086,0.2097578,0.0002,0.0013,14284
3588,[H]c1nn2c(c1[H])C([H])([H])C2([H])[H],0.23924911,0.26524512,0.04443441,0.02478616,0.24884379,0.25725115,0.04584245,0.00665727,0.24884379,0.25725115,0.04584245,0.00665727,0.24565454,0.25436413,0.0653,0.0477,3588
8008,[H]N=C1OC([H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H],0.25565175,0.27742318,0.00931944,0.2077693,0.24665854,0.2838563,0.00974514,0.13825266,0.24665854,0.2838563,0.00974514,0.13825266,0.24734868,0.2806693,0.0074,0.1974,8008
1063,[H]OC([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.26439749,0.31768149,0.00068995,0.01134043,0.27759917,0.2978963,0.00056778,0.00485118,0.27759917,0.2978963,0.00056778,0.00485118,0.2616405,0.31028925,0.0002,0.0069,1063
19505,[H]C1=NC2([H])C([H])(O1)C1([H])OC21[H],0.24022401,0.25073738,0.00700076,0.06178757,0.23220207,0.25468969,0.00567247,0.05990664,0.23220207,0.25468969,0.00567247,0.05990664,0.23348684,0.25176595,0.0048,0.0658,19505
21385,[H]C#Cc1c([H])nn([H])c1O[H],0.22246408,0.22522816,7.219e-05,0.18259619,0.20394198,0.21585971,2.3e-06,0.17603641,0.20394198,0.21585971,2.3e-06,0.17603641,0.2026615,0.21321224,0.0,0.1815,21385
16480,[H]N=C1OC([H])(C([H])([H])[H])C2([H])N1C2([H])[H],0.25643309,0.26574263,0.01251859,0.05617367,0.24736477,0.2547283,0.00861,0.03182167,0.24736477,0.2547283,0.00861,0.03182167,0.24960142,0.25924812,0.0074,0.0494,16480
18927,[H]OC([H])([H])C1([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C12[H],0.26261834,0.28512244,0.00098313,0.00016537,0.2758379,0.28989642,0.00029095,0.00074165,0.2758379,0.28989642,0.00029095,0.00074165,0.26056374,0.2834402,0.0004,0.0004,18927
14564,[H]C1=C([H])C([H])(C#N)C([H])([H])OC1([H])[H],0.24469722,0.27579328,0.0077121,0.22933418,0.23177019,0.25806699,0.00741859,0.18287892,0.23177019,0.25806699,0.00741859,0.18287892,0.24762063,0.25879242,0.0057,0.2498,14564
9733,[H]C([H])([H])C#CC([H])(C#N)C([H])([H])C([H])([H])[H],0.26924043,0.28054166,0.00043733,0.00136423,0.23952945,0.25058963,0.00056536,0.00245489,0.23952945,0.25058963,0.00056536,0.00245489,0.23985917,0.24941767,0.0003,0.0007,9733
10961,[H]C#CC1=C([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.22323792,0.22922332,0.3718861,0.05171288,0.20094376,0.20577227,0.0474086,0.30539847,0.20094376,0.20577227,0.0474086,0.30539847,0.20176115,0.20573742,0.2749,0.0642,10961
4580,[H]C(=O)c1c([H])nc(C([H])([H])[H])n1[H],0.14990581,0.19091638,0.00024572,0.40338981,0.14193097,0.18843654,0.00020334,0.37907149,0.14193097,0.18843654,0.00020334,0.37907149,0.14726925,0.18515045,0.0003,0.3759,4580
15377,[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.26480392,0.29094703,0.01769943,0.01396326,0.2754434,0.29775509,0.0150133,0.00940012,0.2754434,0.29775509,0.0150133,0.00940012,0.27386332,0.29861399,0.0168,0.0121,15377
856,[H]c1c([H])c(N([H])[H])n([H])c1N([H])[H],0.20514801,0.21521388,0.00296709,0.02400364,0.21517247,0.21738318,0.00060443,0.11434442,0.21517247,0.21738318,0.00060443,0.11434442,0.19894247,0.20670761,0.0018,0.0306,856
21031,[H]N=C([H])N([H])c1c([H])noc1[H],0.20528742,0.2229245,0.03533138,7.21e-05,0.20032852,0.22145545,0.03270407,0.23639809,0.20032852,0.22145545,0.03270407,0.23639809,0.20350306,0.22048125,0.0341,0.0,21031
1328,[H]C#CC([H])([H])C(=O)C([H])=O,0.11005496,0.17314466,0.00011122,5.862e-05,0.09821301,0.15804765,2.859e-05,0.01405711,0.09821301,0.15804765,2.859e-05,0.01405711,0.10468413,0.16657734,0.0001,0.0001,1328
10613,[H]OC1([H])C([H])(C([H])([H])[H])C2([H])N([H])C12C([H])([H])[H],0.24229029,0.27298041,0.0110762,0.00802044,0.25262473,0.27869486,0.00805797,0.00043272,0.25262473,0.27869486,0.00805797,0.00043272,0.2448681,0.27704214,0.0099,0.0056,10613
17078,[H]C([H])([H])C12OC3([H])C([H])(C1=O)C32[H],0.1729155,0.23886851,0.0007629,0.00228382,0.16808994,0.23223481,0.00102394,0.0012309,0.16808994,0.23223481,0.00102394,0.0012309,0.17088436,0.24474316,0.0008,0.0018,17078
20195,[H]c1nnn(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],0.22387746,0.2408333,0.00464077,0.07070121,0.21206325,0.24972833,0.00569019,0.09108601,0.21206325,0.24972833,0.00569019,0.09108601,0.2177324,0.24310046,0.0058,0.1021,20195
4296,[H]N=c1oc(N([H])[H])c([H])c([H])c1[H],0.15335841,0.20984485,0.2198669,0.03288933,0.15431031,0.20140484,0.19043491,0.00266717,0.15431031,0.20140484,0.19043491,0.00266717,0.15243988,0.20482237,0.2007,0.0161,4296
18883,[H]C([H])([H])C1([H])C([H])(C#N)C2([H])OC21[H],0.27337613,0.28419379,0.03655499,0.02263499,0.2676184,0.27424407,0.02851365,0.00984437,0.2676184,0.27424407,0.02851365,0.00984437,0.2710079,0.27738758,0.0026,0.0359,18883
10982,[H]C#CC1([H])OC([H])(C([H])([H])[H])OC1([H])[H],0.25583851,0.27127874,0.01029002,0.01600101,0.23530207,0.25298086,0.00450146,0.01191695,0.23530207,0.25298086,0.00450146,0.01191695,0.23069389,0.24718699,0.0015,0.0055,10982
10760,[H]OC1([H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C12C([H])([H])[H],0.24508247,0.26626101,0.00394575,0.01247444,0.25774179,0.27865804,0.00685997,0.00916013,0.25774179,0.27865804,0.00685997,0.00916013,0.24518047,0.26736604,0.0043,0.0108,10760
17573,[H]C([H])([H])C12C3([H])OC1([H])C([H])([H])C2([H])C3([H])[H],0.25079556,0.26037954,0.00167177,0.00504061,0.26638071,0.27649877,0.00058869,0.00611008,0.26638071,0.27649877,0.00058869,0.00611008,0.26286792,0.27535167,0.0009,0.0097,17573
20933,[H]c1nc(C([H])([H])C#N)n([H])n1,0.25776916,0.27825534,0.04930186,0.1333082,0.23393875,0.26279844,0.00620182,0.12820657,0.23393875,0.26279844,0.00620182,0.12820657,0.24268887,0.26112968,0.0058,0.1474,20933
936,[H]c1oc(C([H])([H])[H])c(N([H])[H])c1[H],0.20597022,0.21089561,0.02969858,0.07954329,0.2046374,0.21395302,0.11554696,0.01066696,0.2046374,0.21395302,0.11554696,0.01066696,0.200361,0.2053883,0.0149,0.1233,936
18132,[H]C#CC([H])([H])C1([H])C([H])([H])C2([H])OC21[H],0.27040717,0.28000271,0.00036026,0.00683656,0.24914994,0.26026018,0.00031865,0.00352895,0.24914994,0.26026018,0.00031865,0.00352895,0.24234343,0.25204892,0.0001,0.002,18132
3050,[H]C#CC12N([H])C1([H])C([H])([H])C2([H])[H],0.24972604,0.25959313,0.00547735,0.08465439,0.2304654,0.24090111,0.00197279,0.04956238,0.2304654,0.24090111,0.00197279,0.04956238,0.22589443,0.23555215,0.0021,0.0415,3050
19774,[H]OC([H])(C1([H])N([H])C1([H])[H])C1([H])N([H])C1([H])[H],0.26152639,0.26752244,0.02318482,0.0054166,0.2642159,0.26765717,0.00059306,0.01865253,0.2642159,0.26765717,0.00059306,0.01865253,0.2600419,0.26621946,0.0168,0.005,19774
11585,[H]C([H])([H])C1=NC([H])([H])C2(O1)C([H])([H])C2([H])[H],0.25114665,0.26209119,0.00749867,0.0059487,0.24112775,0.24559304,0.00765033,0.10463807,0.24112775,0.24559304,0.00765033,0.10463807,0.24461086,0.2507333,0.0061,0.1241,11585
20387,[H]N([H])c1c(C([H])([H])[H])noc1C([H])([H])[H],0.2074294,0.21259275,0.12377507,0.01085097,0.20300715,0.21970695,0.13342687,0.00740533,0.20300715,0.21970695,0.13342687,0.00740533,0.20502081,0.20715962,0.122,0.0315,20387
5128,[H]c1nc(C(=O)C([H])([H])[H])c([H])o1,0.15245139,0.2213062,6.977e-05,0.15933206,0.14493801,0.21076587,4.388e-05,0.14591196,0.14493801,0.21076587,4.388e-05,0.14591196,0.15019449,0.20993052,0.0001,0.1433,5128
17585,[H]C1=C([H])C2([H])C3([H])OC1([H])C32C([H])([H])[H],0.18467033,0.21651258,0.03217837,0.04372905,0.18951326,0.21378203,0.02527925,0.04337413,0.18951326,0.21378203,0.02527925,0.04337413,0.19547334,0.2124552,0.0342,0.0418,17585
11597,[H]C([H])([H])C1([H])OC2(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.25325406,0.27287761,0.01091553,0.03865843,0.26434863,0.28709213,0.0040011,0.01063397,0.26434863,0.28709213,0.0040011,0.01063397,0.26388221,0.28223849,0.0044,0.0113,11597
18689,[H]C1([H])C2([H])OC(=O)N3C1([H])C32[H],0.22827051,0.25705352,0.00055827,0.00554768,0.22070755,0.2439389,0.00058114,0.00353138,0.22070755,0.2439389,0.00058114,0.00353138,0.22266784,0.25046135,0.0003,0.0046,18689
134,[H]OC([H])([H])C([H])([H])C([H])([H])O[H],0.26661678,0.2668656,1e-08,0.00097711,0.27801107,0.27888847,0.00013681,0.00218757,0.27801107,0.27888847,0.00013681,0.00218757,0.26304432,0.26327952,0.0,0.0002,134
15250,[H]OC1([H])C([H])(C#N)N([H])C([H])([H])C1([H])[H],0.22633937,0.26350185,0.00547118,0.00226965,0.22581081,0.23552143,0.00262245,0.00219263,0.22581081,0.23552143,0.00262245,0.00219263,0.22679846,0.25523876,0.0035,0.002,15250
1510,[H]N([H])C([H])(C#N)C([H])([H])OC([H])([H])[H],0.26144229,0.2757739,0.02805615,0.03088309,0.25812691,0.26682825,0.02642042,0.00426396,0.25812691,0.26682825,0.02642042,0.00426396,0.25574591,0.2749952,0.026,0.0008,1510
20776,[H]c1c(N([H])[H])noc1N([H])C([H])([H])[H],0.21323343,0.22185598,0.00080748,0.2923039,0.220726,0.22730006,0.01500518,0.25786046,0.220726,0.22730006,0.01500518,0.25786046,0.21155117,0.22153596,0.0009,0.2576,20776
21284,[H]c1nc2onc([H])c2o1,0.2071224,0.23864653,0.21898925,0.00186288,0.20527421,0.22569272,0.23297668,0.00046178,0.20527421,0.22569272,0.23297668,0.00046178,0.20076524,0.23358239,0.239,0.002,21284
16104,[H]C([H])([H])C12OC1([H])C1([H])C([H])([H])C([H])([H])C12[H],0.26198217,0.27703891,0.00761503,0.00103905,0.28053099,0.28813966,0.01916412,0.00444495,0.28053099,0.28813966,0.01916412,0.00444495,0.2738523,0.28287426,0.0115,0.0017,16104
18202,[H]N=C1OC2([H])C([H])([H])OC([H])([H])C12[H],0.25191512,0.27333048,0.00951357,0.07678134,0.24243306,0.26560607,0.0108413,0.00937143,0.24243306,0.26560607,0.0108413,0.00937143,0.24462923,0.27914788,0.0083,0.0934,18202
13963,[H]OC1([H])C([H])([H])N2C([H])(C([H])([H])[H])C2([H])C1([H])[H],0.23715375,0.25450487,0.0013352,0.0128459,0.24220671,0.2665818,0.00270959,0.00563706,0.24220671,0.2665818,0.00270959,0.00563706,0.24421397,0.25980671,0.0014,0.0102,13963
5459,[H]Oc1c([H])oc([H])c1C([H])([H])O[H],0.21811872,0.23130402,0.00047552,0.0867172,0.22568695,0.23048956,0.00044012,0.0973284,0.22568695,0.23048956,0.00044012,0.0973284,0.2095814,0.22520354,0.0007,0.1237,5459
16878,[H]C#CC12C([H])([H])N3C([H])([H])C1([H])C32[H],0.22744598,0.2426098,3.877e-05,0.02164508,0.21497792,0.22964611,0.00032691,0.01476599,0.21497792,0.22964611,0.00032691,0.01476599,0.21468956,0.23022717,0.0008,0.0132,16878
7217,[H]OC1(C([H])([H])C([H])=O)C([H])([H])C([H])([H])C1([H])[H],0.1586209,0.26180444,0.00028504,0.01310715,0.15324106,0.22495586,0.00033436,0.00100074,0.15324106,0.22495586,0.00033436,0.00100074,0.15398335,0.25201952,0.0002,0.0035,7217
5005,[H]N=C([H])Oc1nc([H])c([H])o1,0.2322343,0.23587862,0.00383932,0.40397767,0.21747584,0.2213483,0.24676127,0.00289811,0.21747584,0.2213483,0.24676127,0.00289811,0.22367844,0.22526234,0.0025,0.3223,5005
9128,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.26508253,0.32224422,0.00056862,0.03226284,0.27845377,0.31309742,0.00099336,0.01381123,0.27845377,0.31309742,0.00099336,0.01381123,0.26266948,0.31773099,0.0002,0.025,9128
3463,[H]C1([H])OC12C1([H])C([H])([H])C2([H])C1([H])[H],0.27878707,0.29012598,0.00382175,0.00319371,0.29920173,0.31728508,0.00015034,0.00168553,0.29920173,0.31728508,0.00015034,0.00168553,0.28588035,0.30757715,0.0022,0.0028,3463
11418,[H]C([H])([H])C([H])([H])C12OC(=O)C1([H])C2([H])[H],0.22340133,0.24434524,0.00087308,0.00463027,0.21595825,0.24166703,0.00121729,0.00351845,0.21595825,0.24166703,0.00121729,0.00351845,0.21723261,0.2463638,0.0008,0.0024,11418
19300,[H]C1([H])N2C3([H])C(=O)C2([H])C1([H])C3([H])[H],0.16618947,0.19949063,0.00015118,0.00526977,0.16105234,0.18934388,0.00011081,0.00430743,0.16105234,0.18934388,0.00011081,0.00430743,0.16262311,0.20626294,0.0001,0.0053,19300
21090,[H]OC([H])([H])c1nnoc1N([H])[H],0.19376973,0.2122884,0.15081302,0.01764338,0.19997547,0.21747713,0.13094361,0.01748516,0.19997547,0.21747713,0.13094361,0.01748516,0.1948486,0.21162099,0.1334,0.0232,21090
17608,[H]C1=NC([H])([H])C([H])([H])C([H])=C([H])C([H])([H])O1,0.21274365,0.2497411,0.00335542,0.0318006,0.20270237,0.23147707,0.00305747,0.03414588,0.20270237,0.23147707,0.00305747,0.03414588,0.2043777,0.24558839,0.003,0.068,17608
17137,[H]C([H])([H])C12C([H])([H])C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.2794144,0.29162779,0.03335898,0.00627558,0.29080099,0.30136629,0.01414844,0.00320831,0.29080099,0.30136629,0.01414844,0.00320831,0.28382606,0.29355361,0.0206,0.0045,17137
11299,[H]OC([H])(C#CC1([H])N([H])C1([H])[H])C([H])([H])[H],0.24500532,0.25260576,0.04149572,0.12765505,0.22374509,0.23255583,0.02711283,0.07028253,0.22374509,0.23255583,0.02711283,0.07028253,0.22422601,0.2340491,0.0188,0.0106,11299
21286,[H]c1nc2c([H])noc2o1,0.21513367,0.23361426,0.21076507,0.02543874,0.21565935,0.23170837,0.20048458,0.01605537,0.21565935,0.23170837,0.20048458,0.01605537,0.2136863,0.2274232,0.2178,0.024,21286
5815,[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0.26731286,0.29251055,0.00013207,0.01920316,0.27926176,0.30321887,0.00038962,0.00961253,0.27926176,0.30321887,0.00038962,0.00961253,0.27848639,0.29999209,0.0001,0.0139,5815
17786,[H]C([H])([H])C1([H])C2([H])OC([H])(C#N)C21[H],0.23143795,0.26809096,0.01226303,0.01790425,0.22197012,0.26146,0.00882822,0.00602597,0.22197012,0.26146,0.00882822,0.00602597,0.23141418,0.26474214,0.0102,0.0007,17786
13738,[H]C([H])([H])C1([H])OC12C(=O)OC2([H])[H],0.20962664,0.26541407,0.00094247,0.00452614,0.20164117,0.25197543,0.00176183,0.00231825,0.20164117,0.25197543,0.00176183,0.00231825,0.20449897,0.2656866,0.0011,0.0025,13738
20332,[H]Oc1nnc(C([H])([H])[H])nc1[H],0.12214433,0.17417688,0.00522751,0.06825609,0.11649406,0.16618861,0.00485119,6.104e-05,0.11649406,0.16618861,0.00485119,6.104e-05,0.12571944,0.17880384,0.0051,0.0,20332
12888,[H]OC([H])([H])C(=O)C1([H])C([H])([H])OC1([H])[H],0.1726872,0.22011495,3.396e-05,0.00032098,0.16993111,0.1904038,2.571e-05,0.00033467,0.16993111,0.1904038,2.571e-05,0.00033467,0.17096154,0.22167193,0.0,0.0002,12888
5617,[H]c1oc([H])c(C2([H])OC2([H])[H])c1[H],0.2384872,0.24541937,0.06785846,0.03183023,0.23356972,0.24531126,0.0849993,0.00441974,0.23356972,0.24531126,0.0849993,0.00441974,0.22583563,0.24896565,0.0927,0.0023,5617
10443,[H]C(=O)C(N1C([H])([H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H],0.15200114,0.22437476,3.403e-05,1.787e-05,0.14103654,0.19753062,0.00011158,1.409e-05,0.14103654,0.19753062,0.00011158,1.409e-05,0.14728762,0.21855559,0.0,0.0,10443
688,[H]C12OC3([H])C1([H])OC23[H],0.2268922,0.22689226,-3.6e-07,-3.8e-07,0.24635269,0.24641684,0.00216555,0.00214004,0.24635269,0.24641684,0.00216555,0.00214004,0.24009804,0.24010172,0.0,0.0,688
15052,[H]C#CC1([H])C([H])([H])C1([H])C([H])([H])C([H])([H])O[H],0.25290576,0.26938982,0.00096124,0.03564504,0.23344205,0.24857651,0.00081862,0.02130324,0.23344205,0.24857651,0.00081862,0.02130324,0.22796342,0.24226625,0.0005,0.0192,15052
11458,[H]N1C2([H])C([H])([H])C([H])([H])C1(C#N)C2([H])[H],0.25186999,0.27555907,0.01122823,0.00488996,0.2385734,0.26390264,0.00142656,0.0025732,0.2385734,0.26390264,0.00142656,0.0025732,0.24921188,0.26579685,0.0056,0.0027,11458
5992,[H]C1([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1=O,0.16057864,0.22791443,0.00018149,0.00860393,0.15640667,0.21084679,0.00020355,0.01076967,0.15640667,0.21084679,0.00020355,0.01076967,0.15805885,0.23278493,0.0001,0.0115,5992
7725,[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.25114497,0.26754084,0.01020497,0.01455914,0.26110816,0.28169847,0.00765428,0.01083199,0.26110816,0.28169847,0.00765428,0.01083199,0.26067766,0.27136437,0.005,0.0149,7725
3725,[H]c1nn([H])nc1N([H])C([H])([H])[H],0.19771695,0.2312758,0.08470004,0.00320395,0.19984958,0.23826778,0.08234799,0.00021041,0.19984958,0.23826778,0.08234799,0.00021041,0.2030143,0.22899607,0.1067,0.0038,3725
4413,[H]Oc1nc(N([H])[H])oc1N([H])[H],0.21472451,0.21921089,0.05044126,0.14314961,0.21432494,0.23073281,0.17112015,0.03780974,0.21432494,0.23073281,0.17112015,0.03780974,0.21106608,0.21467853,0.0446,0.1237,4413
3310,[H]OC1([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C12[H],0.25258181,0.28015739,0.00576092,0.00405347,0.26352606,0.28618459,0.00155575,0.00313203,0.26352606,0.28618459,0.00155575,0.00313203,0.25167775,0.27802335,0.0034,0.0034,3310
12909,[H]C1([H])OC([H])(C#CC#N)C1([H])[H],0.2098701,0.21957955,0.0057691,0.01435612,0.17946338,0.19144045,0.00271876,0.00668707,0.17946338,0.19144045,0.00271876,0.00668707,0.17923381,0.19223572,0.0011,0.0014,12909
2724,[H]C([H])([H])OC1([H])C(=O)C([H])([H])C1([H])[H],0.15036844,0.2434256,0.00030222,0.00649385,0.14395102,0.22462399,0.00053826,0.00225937,0.14395102,0.22462399,0.00053826,0.00225937,0.14721412,0.24268519,0.0003,0.0028,2724
12536,[H]C([H])([H])C12C([H])([H])C([H])([H])OC1([H])C([H])([H])C2([H])[H],0.26405206,0.28025019,0.01009168,0.00380609,0.27540907,0.28597692,0.00986921,0.00248652,0.27540907,0.28597692,0.00986921,0.00248652,0.27571916,0.28829846,0.0073,0.003,12536
17634,[H]C1([H])OC2([H])C([H])(C#N)C([H])([H])C12[H],0.25106417,0.26926034,0.00422546,0.02713615,0.25303939,0.26394351,0.01410703,0.01163702,0.25303939,0.26394351,0.01410703,0.01163702,0.25723425,0.26937256,0.006,0.0056,17634
9567,[H]OC1(C([H])([H])C#CC([H])([H])[H])C([H])([H])C1([H])[H],0.26792793,0.27000716,0.00706265,0.00431003,0.2422302,0.25419389,0.00062894,0.01083005,0.2422302,0.25419389,0.00062894,0.01083005,0.24038469,0.25139479,0.0004,0.0044,9567
12189,[H]C1=C([H])C([H])([H])OC([H])([H])C(C([H])([H])[H])=C1[H],0.18984847,0.21306431,0.16561723,0.15833809,0.17799119,0.20102285,0.18046978,0.1286446,0.17799119,0.20102285,0.18046978,0.1286446,0.18144612,0.21368998,0.2465,0.0437,12189
11945,[H]OC([H])([H])C1([H])C(=O)C([H])(C([H])([H])[H])C1([H])[H],0.16045672,0.2460971,0.00105531,0.00916843,0.15657565,0.20777469,0.00154828,0.00652874,0.15657565,0.20777469,0.00154828,0.00652874,0.15711807,0.23852517,0.0011,0.0073,11945
6270,[H]OC([H])([H])C1(O[H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.23613233,0.25874923,0.02427297,0.01133275,0.25060051,0.2653817,0.03155862,0.01136283,0.25060051,0.2653817,0.03155862,0.01136283,0.24178851,0.26061519,0.0159,0.0064,6270
11607,[H]C#CC12C([H])([H])OC1(C([H])([H])[H])C2([H])[H],0.23527127,0.24767105,0.02498196,0.0820603,0.21893061,0.23462708,0.00900582,0.04519767,0.21893061,0.23462708,0.00900582,0.04519767,0.21596109,0.23216754,0.0069,0.0354,11607
2734,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.26396496,0.3078076,0.0004816,0.00168102,0.2768086,0.30162412,0.00087397,0.0039787,0.2768086,0.30162412,0.00087397,0.0039787,0.26158537,0.30357515,0.0001,0.0024,2734
7599,[H]C1=C(N([H])[H])C(=O)C([H])([H])C1=O,0.13015629,0.15971801,7.49e-06,5.472e-05,0.12164615,0.15254834,2e-07,4.925e-05,0.12164615,0.15254834,2e-07,4.925e-05,0.13441433,0.15862111,0.0,0.0,7599
7877,[H]C([H])([H])C1([H])OC2([H])C([H])([H])C2(C([H])([H])[H])O1,0.27224706,0.28142206,0.00605223,0.02847487,0.28164681,0.29219428,0.00200706,0.01699244,0.28164681,0.29219428,0.00200706,0.01699244,0.278016,0.28825436,0.0033,0.0222,7877
18305,[H]C1=C([H])C2([H])N([H])C2([H])C(=O)C1([H])[H],0.16080418,0.21902827,0.00042892,0.01933926,0.1538022,0.20483213,0.00064349,0.01906832,0.1538022,0.20483213,0.00064349,0.01906832,0.15762888,0.21843064,0.0005,0.0408,18305
6586,[H]N1C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])C#N,0.2349222,0.25633777,0.00109874,0.02960387,0.22555243,0.24910617,0.00153472,0.01380267,0.22555243,0.24910617,0.00153472,0.01380267,0.23223001,0.25649559,0.0012,0.0199,6586
20879,[H]c1nc(OC([H])([H])[H])nn1C([H])([H])[H],0.22365666,0.24208175,0.10011255,0.00581152,0.22654369,0.23526643,0.12360527,0.00574268,0.22654369,0.23526643,0.12360527,0.00574268,0.22841176,0.24291304,0.1352,0.0048,20879
4479,[H]N=c1oc([H])c(C([H])([H])[H])c([H])c1[H],0.1591922,0.20258559,0.11389033,0.00108111,0.1524329,0.18767408,0.09363245,0.00139949,0.1524329,0.18767408,0.09363245,0.00139949,0.15457134,0.2070751,0.1139,0.0012,4479
44,[H]C([H])([H])N1C([H])([H])C1([H])[H],0.26450069,0.29199388,0.04791519,0.04187646,0.27264595,0.30216633,0.0528179,0.03150974,0.27264595,0.30216633,0.0528179,0.03150974,0.26853467,0.290169,0.0312,0.0261,44
5099,[H]c1oc([H])c(OC([H])([H])C([H])([H])[H])c1[H],0.22259581,0.25341953,0.07102365,0.03034452,0.2238099,0.25795584,0.07925694,0.07883739,0.2238099,0.25795584,0.07925694,0.07883739,0.22089652,0.24933315,0.099,0.0244,5099
14386,[H]C([H])(C#CC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H],0.25509692,0.26838179,0.0059863,0.02319016,0.23165765,0.24947145,0.00149247,0.00661876,0.23165765,0.24947145,0.00149247,0.00661876,0.22970901,0.24605143,0.0006,0.0053,14386
16811,[H]N1C2([H])C3([H])C([H])([H])C2([H])C13C#N,0.23119576,0.25297187,0.00954793,0.00843604,0.21624884,0.2314095,0.00319122,0.00755462,0.21624884,0.2314095,0.00319122,0.00755462,0.22926067,0.25128821,0.0059,0.0113,16811
21114,[H]N=c1c([H])nn([H])c(N([H])[H])c1[H],0.15986023,0.1748663,0.06738654,0.0048244,0.15600368,0.16513337,0.04224236,0.00330632,0.15600368,0.16513337,0.04224236,0.00330632,0.16123032,0.17808356,0.0564,0.005,21114
