"ESOL predicted log solubility in mols per litre","Minimum Degree","Molecular Weight","Number of H-Bond Donors","Number of Rings","Number of Rotatable Bonds","Polar Surface Area","measured log solubility in mols per litre","Structure of smiles [idcode]","smiles","Nr"
"-6.007999999999999","1","320.04600000000005","0","2","3","0.0","-6.51","fdy@@`@QAhbtQFHrJJIJFJIGLyxLAAPTAABe@@","ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ","673"
"-2.346","1","153.13699999999997","0","1","2","52.37","-1.96","dmvLAHAFbTyInYTUZBB@@@","COc1ccccc1N(=O)=O","674"
"-3.5639999999999996","1","288.43100000000004","1","4","0","37.3","-4.12","fjc@`@@ErJJQIFYJSKXgIJlyNVjjjjjji`@@","CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O","675"
"-3.464","1","284.142","0","3","1","37.38","-4.8","fde`a@AZlBHYDYEDeDXhiij\Lywh@bifjJ@@","CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3","676"
"-6.446000000000001","2","276.338","0","6","0","0.0","-9.017999999999999","ff{@@@LdbbbbbbTJaKEBMKudaKfh@@@@@@@@@@@","c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56","677"
"-3.715","1","240.21499999999995","1","1","4","106.51000000000002","-3.38","fhqQPAHZ@acoPeGZgwIMsOOLbdtDAUMDET@@","CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ","678"
"-0.825","1","196.20199999999997","0","2","2","44.760000000000005","-1.899","dg|B@@SmrJISQIPdtfuUMUR@@","c1c(OC)c(OC)C2C(=O)OCC2c1","679"
"0.688","1","92.09400000000001","3","0","2","60.69","1.12","gGQ`@ZdruT@@","OCC(O)CO","680"
"-1.9409999999999998","1","124.13899999999997","1","1","1","29.46","-1.96","didD@@iJ[gxZB@@@","COc1ccccc1O ","681"
"-4.9719999999999995","1","350.591","0","1","6","40.58","-5.67","fdiab`D\MXDQRHexJbMAFQQJJEJPiI`hBHijj@@@","CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ","682"
"-4.87","1","192.261","0","3","0","0.0","-5.89","foQ@@@LdbbbRQrYHRkN@@`@@@@@","Cc1c2ccccc2cc3ccccc13","683"
"-1.733","1","188.23000000000002","0","2","1","26.93","0.715","dg}H@DHDfYV]rX{Zi``H@@","Cc1cc(=O)n(c2ccccc2)n1C","684"
"-1.072","1","88.14999999999999","0","0","3","9.23","-0.99","gGQ@@eNuT@@","CCCCOC","685"
"-1.24","1","146.153","0","2","0","51.56","-0.8540000000000001","dmL`@@pUrQQQJFaeP@`@@@","Cc2cnc1cncnc1n2","686"
"-2.8110000000000004","1","201.661","2","1","4","62.730000000000004","-4.55","dkn``DqnDHaIeYuZZ@Bjh@@","CCNc1nc(Cl)nc(NCC)n1 ","687"
"0.12300000000000001","1","87.12199999999999","0","0","0","20.310000000000002","1.11","gGY@DDfYj`@","CN(C)C(=O)C","688"
"-2.6889999999999996","1","213.31","0","1","3","45.150000000000006","-2.676","dg^``LKad@aJ[V^Ynh@Jj`@@","CSc1nc(nc(n1)N(C)C)N(C)C","689"
"-0.815","1","28.053999999999995","0","0","0","0.0","-0.4","eF@Hh@","C=C","690"
"-1.365","1","102.17699999999999","1","0","1","20.23","-0.5","gNq@@dkUUP@","CC(C)(C)CCO","691"
"-1.368","1","196.20599999999996","2","1","3","75.27000000000001","-1.614","dg]L@DpFEIeY{VnZifjX@@","O=C1NC(=O)NC(=O)C1(CC)CC=C","692"
"-3.705","1","197.448","1","1","0","20.23","-2.67","deTHpABHJHZHRYf{i`bH@@","Oc1ccc(Cl)c(Cl)c1Cl","693"
"-2.3680000000000003","1","108.13999999999997","0","1","1","9.23","-1.85","daDH@@Rfu[j@@@@","COc1ccccc1","694"
"-5.093","1","339.21800000000013","1","2","4","46.53","-4.53","ff}Aa@AV\BHkDYEDeCIhheehjLBf@BjA`bhH\H@@","c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C","695"
"-3.0660000000000003","1","360.45000000000005","2","4","3","91.67000000000002","-3.85","fewAP@@Vkv^QQISQJFKIQIFZcEF|GIVfjjjjjYjj@@","CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ","696"
"-3.928","1","286.331","1","2","4","50.800000000000004","-4.16","fjmQ`@DX@[NQQQFIKIQIYJuEKUP@T@E@@@","COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2","697"
"-3.3280000000000003","1","120.19499999999996","0","1","1","0.0","-3.11","did@@LdbRQk``b@@","CCc1ccc(C)cc1","698"
"-2.162","1","118.24499999999999","0","0","2","0.0","-2.24","gNpH@DISMUT@@","CC(C)SC(C)C","699"
"-2.281","1","168.10799999999995","0","1","2","86.28","-2.29","dcMB@hDDWXeNF]yInUnzV`BF@@","O=N(=O)c1cccc(c1)N(=O)=O","700"
"-5.471","1","384.4870000000002","0","0","12","36.92","-5.54","fli@Q`LDlx@QCpPDBBM^A`cHiDdddYLdfjjjZj`@@","CCOP(=S)(OCC)SCSP(=S)(OCC)OCC","701"
"-1.6030000000000002","1","198.22199999999998","2","1","2","75.27000000000001","-2.21","dg]L@DpFEIeY{fnZifjh@@","CCC1(C(C)C)C(=O)NC(=O)NC1=O ","702"
"-3.426","1","402.48700000000025","1","4","3","97.74000000000001","-4.21","ek`PF@@@KJnimlbbRfbTLVRbTlrThXTL|BRJZZjjZjjfijh@@","CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ","703"
"-0.8590000000000001","1","171.15599999999998","1","1","3","81.19","-1.22","dcOLAHHPSXeNrJZJIHlKTuUH@@","Cc1ncc(N(=O)=O)n1CCO","704"
"-2.392","1","127.574","1","1","0","26.02","-1.66","daF@`NBHRYWih@H@@","Nc1ccc(Cl)cc1","705"
"-1.719","1","116.20399999999998","1","0","3","20.23","-1.52","daxH@@rIRHuUP@@","CCCC(C)(C)CO","706"
"-1.837","2","68.07499999999999","0","1","0","13.14","-0.82","gKQ@@eKcRp@","c1ccoc1","707"
"-3.259","1","271.39","2","1","8","71.96000000000001","-2.928","fdiiB@LDxJPPAFRJYJKIQEIgJ@Bjjj@@@","COCCCNc1nc(NC(C)C)nc(SC)n1","708"
"-2.47","1","222.33199999999994","1","3","1","32.34","-3.1710000000000003","f`iQ@@DXAdTTQbbTJUkQg^Zjjjjj@@","CN(C)C(=O)NC1CC2CC1C3CCCC23","709"
"-3.554","1","134.22199999999998","0","1","0","0.0","-3.66","deT@@DjUijP`j@@@","CC(C)(C)c1ccccc1","710"
"-2.645","1","322.36400000000003","0","3","5","57.690000000000005","-3.27","fakQ`@DDAjjSLrrlnkrQ`RyzuUPL@PCD@@@","CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3","711"
"-3.5069999999999997","1","402.48700000000014","2","4","3","100.90000000000002","-4.37","ek`PF@@@KJnimlbbRfbTLVRbTlrThXTL|BRJZVjjjjjfijh@@","CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ","712"
"-0.718","1","74.12299999999999","0","0","2","9.23","-0.39","gJQ@@eOU@@","CCCOC","713"
"-1.1909999999999998","1","102.133","0","0","1","26.3","-0.55","gNp`@df^Zj@@","CC(C)OC(=O)C","714"
"-3.345","1","157.01","0","1","0","0.0","-2.55","gOpHAbILkW@@@@","Brc1ccccc1","715"
"-2.761","1","166.176","1","1","2","46.53","-2.35","dcLL@@STfVU~UZ``H@@","CCOC(=O)c1ccc(O)cc1","716"
"-3.469","1","352.39000000000004","1","3","6","75.71","-5.071000000000001","fegPP@DXApPTfYUmfYUwrLsvhvjfj@F@HJ@@@","O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3","717"
"-4.87","1","344.4950000000001","0","4","2","43.370000000000005","-5.37","figA`@@E[dTRTtRaRfbQTuFJt{t\mMUUUUUMUP@@","CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ","718"
"-6.885","2","300.36000000000007","0","7","0","0.0","-9.332","fao@@@LdbbbbbbTJaacEBMKudaKem^`@@@@@@@@@@@@","c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67","719"
"-0.84","1","136.114","2","2","0","74.43","-2.266","deth@DxYAIeeZxYZfYh@@","O=c1[nH]cnc2[nH]ncc12 ","720"
"-1.188","1","62.499","0","0","0","0.0","-1.75","eMBBHRY@","ClC=C","721"
"-3.147","1","239.318","0","2","3","20.310000000000002","-2.98","fdya@@D@rJJJFJIIKVCzKUT@@@@@@","CN(C)C(=O)C(c1ccccc1)c2ccccc2 ","722"
"-4.063","1","331.62699999999995","0","0","0","0.0","-3.14","gJPBAbKDvH\QIjj@@","BrC(Br)(Br)Br","723"
"-4.408","1","296.374","1","3","2","48.47","-4.871","ffcI@@DRUdFQQJJJIJIZkSbm^mEj@B@bJj@@@","CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ","724"
"-1.882","1","147.13299999999998","1","2","0","46.17","-2.61","dmND@DCdfVUrjUZ`PH@@","O=C1NC(=O)c2ccccc12 ","725"
"-4.1080000000000005","1","331.202","1","3","3","46.010000000000005","-4.38","ffcQA@OADBHkDYEEDeIXhddlV\CeIXBBh@@@`HTH@@","OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl","726"
"-2.4619999999999997","1","136.14999999999998","0","1","1","26.3","-1.85","deTD@@QIemQej@@@@","COC(=O)c1ccccc1","727"
"-0.375","1","126.115","1","1","0","54.86","-0.807","dieD@DpARYevyjiX@@","Cn1ccc(=O)[nH]c1=O","728"
"-3.739","1","324.38000000000005","1","3","5","60.85000000000001","-3.73","fakQ`@DDAkjSLrrlnknQ`RyZuUPL@PDTDLT@@","CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ","729"
"-6.155","1","291.9920000000001","0","2","1","0.0","-6.47","f`q@@`@QAHcTQzHrJJJYPqY\EYtDPA@P@@@","Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ","730"
"-2.184","1","289.7440000000001","3","2","2","101.28999999999999","-3.29","fdyqa@IZ}pS`QA@cHhheHeThbqUoPPKESTTKD@@","CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O","731"
"-3.301","1","233.09799999999998","1","1","1","32.34","-3.8","dg]HPAuPbBbDfYw[fzB@ij@@","CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","732"
"-1.72","2","68.11900000000001","0","1","0","0.0","-2.1","gKP@Di\Vj@@","C1CC=CC1","733"
"0.919","1","286.156","6","2","1","191.0","-1.99","fbuHH@DX}DCARtxN\bbRbtLfbfMNQRuSMULtt@@","C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O)","734"
"-3.678","1","128.259","0","0","6","0.0","-5.88","diD@@DiUVjj`@","CCCCCCCCC","735"
"-2.553","1","128.558","1","1","0","20.23","-1.06","daDH`BBHRYg[hH@@@","Oc1ccccc1Cl","736"
"-5.931","1","242.321","0","4","0","0.0","-6.59","flm@@@LdbbbbbRJvXXRgQBd@@H@@@@@@","c1cccc2c3c(C)cc4ccccc4c3ccc12","737"
"-2.66","1","122.16699999999996","0","1","2","9.23","-2.33","didH@@RfU~F``@@@","CCOc1ccccc1","738"
"-3.0980000000000003","1","176.215","0","1","3","26.3","-3.0","dklD@@QIeWe]MjZ@@@@","CCOC(=O)C=Cc1ccccc1","739"
"-3.033","1","216.66799999999998","1","1","0","54.86","-2.484","dg]D`JXeBHrJJJZERLMKUSU@@","Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C","740"
"-3.707","1","315.716","1","3","2","84.6","-3.4989999999999997","ffcqbBNNsDmPQFYkvQQQJKJYQKHqdkNBfBAbB`RX`@@","Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O","741"
"-1.815","1","171.22099999999998","1","1","1","60.16","-1.74","dmvD`La@BLddlRVFUh@H@@","Cc1ccc(cc1)S(=O)(=O)N","742"
"-3.6289999999999996","1","223.659","1","1","2","38.33","-2.617","do~D`FePbDfUomfn`BIjlcZ@@","CC(OC(=O)Nc1cccc(Cl)c1)C#C","743"
"-3.3080000000000003","1","114.23199999999999","0","0","4","0.0","-5.08","dax@@LdbJUUT@@","CCCCCC(C)C","744"
"-6.905","1","449.8560000000001","0","3","6","59.32000000000001","-8.176","eohXLB@DkGN`HbbPXdNICHheHiXcLheLeMhdaIFakgijjjfjpBH@H@@@","CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2","745"
"-2.9","1","300.3620000000001","0","3","2","56.220000000000006","-3.5380000000000003","ffcH`@DDdhFlbbbbTRTtrUQFRmdkUULpU@UDLT@@","CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ","746"
"-4.05","1","284.74600000000004","0","3","1","32.67","-3.7539999999999996","fbmQB@AJRBHRYVyV[WisShy`BFhJAB@@@","CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23","747"
"-1.308","1","102.17699999999999","1","0","2","20.23","-0.7","gNq@@dsMUTe@@","CCC(O)C(C)C","748"
"-3.283","1","308.36100000000005","0","1","7","44.760000000000005","-2.3","fdi@S@HRMX@PkptDIUvnmZoAM@ASUTPAP@","CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ","749"
"-2.423","1","154.253","1","2","0","20.23","-2.32","dmLH@@RYiYKnVjjjh@@","CC1(C)C2CCC1(C)C(O)C2","750"
"-3.659","1","288.431","1","4","0","37.3","-4.02","fjc@`@@ErJIJZIPiSQJcEZ]zNVfjjjjjj`@@","CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O","751"
"-2.97","1","100.205","0","0","4","0.0","-4.53","gNp@DiUjj@@","CCCCCCC","752"
"-3.08","1","144.17299999999997","1","2","0","20.23","-2.22","dmLH@@rJJIQEneX@@@@@","Oc1cccc2ccccc12","753"
"-3.305","1","112.216","0","1","0","0.0","-4.3","daD@@DjYvzjj`@","C/C1CCCCC1\C","754"
"-3.958","1","435.48100000000034","2","3","6","132.5","-3.638","eohZF@@LKO@l`DENmclbbTRRdSTRTVTRRrdlRJFfZjjjh@`HJj`@@@","COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ","755"
"-5.942","2","254.33199999999997","0","5","0","0.0","-7.85","fbc@@@DjYeeou~RD[W`qSd@@@B@`@`@@","C1Cc2c3c1cccc3cc4c2ccc5ccccc54","756"
"-4.593","1","340.5070000000001","0","4","1","34.14","-5.27","fig@`@@]rJIJZJKYJZIPrgEF|EIVfijjjjijh@@","CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C","757"
"-1.554","1","114.18799999999999","0","0","4","17.07","-1.45","daxH@@RYuZj`@","CCCCCC(=O)C","758"
"-0.41600000000000004","1","183.16899999999998","1","0","3","55.4","0.54","defLPJpa@HcprQREZTuSQE@@","COP(=O)(NC(C)=O)SC ","759"
"-4.074","1","314.5220000000001","0","0","12","17.07","-5.14","fhaA@`J@BH^F@``PeMJzj{UMUUU@@@","CCCCSP(=O)(SCCCC)SCCCC","760"
"-0.636","1","149.149","1","2","0","46.17","-2.932","dmND@DCdfVUrZUZjVi@@","c1cC2C(=O)NC(=O)C2cc1","761"
"-2.98","1","380.66200000000003","3","2","2","118.35999999999999","-2.68","fbupR`IZCpSo@bBAA`aLQfHrJJIRIUJQVLUXLDBqTmTTKD@@","NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ","762"
"-1.994","1","70.13499999999999","0","0","0","0.0","-2.56","gJP@DjVh@","CC=C(C)C","763"
"-3.343","1","120.195","0","1","0","0.0","-3.31","did@@DjY}nBHH@@","Cc1ccc(C)c(C)c1","764"
"-3.78","1","197.448","1","1","0","20.23","-2.21","deTHpIBHJHFHRYgUn``J@@","Oc1cc(Cl)c(Cl)cc1Cl","765"
"-3.713","2","179.22199999999998","0","3","0","12.89","-2.78","fgA`@@@ISKJntXKQk@@@@@@@@","c1ccc2c(c1)cnc3ccccc23 ","766"
"-1.663","1","116.20399999999998","1","0","3","20.23","-0.98","daxH@@RZWjjhb`@","CCCC(C)(O)CC","767"
"-3.324","1","114.232","0","0","5","0.0","-5.24","dax@@DiUZjh@@","CCCCCCCC","768"
"-4.518","2","178.23399999999995","0","3","0","0.0","-6.35","fgA@@@DjYU_VByHu`@@@@@@@","c1ccc2cc3ccccc3cc2c1","769"
"-1.8659999999999999","1","108.14399999999998","2","1","1","38.05","0.07","daE@@@aJyUnh@@@@","NNc1ccccc1","770"
"-0.39399999999999996","1","58.08","0","0","1","17.07","0.58","gCa@@dkP@","CCC=O","771"
"-3.355","2","112.21600000000001","0","1","0","0.0","-4.15","daD@@DiUVzjj`@","C1CCCCCCC1","772"
"-1.4709999999999999","1","208.21699999999996","2","1","4","75.27000000000001","-2.077","do}L@DpFEIeY{UkfjYje`@","O=C1NC(=O)NC(=O)C1(CC=C)CC=C","773"
"-1.8119999999999998","1","119.37800000000001","0","0","0","0.0","-1.17","gC`LADJHtPduP@","ClC(Cl)Cl","774"
"-0.992","1","128.15599999999998","2","1","0","45.75","-2.273","daEH`Ds`BDfUZZZe`@","Sc1nccc(=O)[nH]1 ","775"
"-5.126","1","328.84299999999996","1","3","4","32.34","-5.915","fnsQB@AFtBHrJIKIQQSIJEJc@qjv@BjZj`@H@@","Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1","776"
"-2.574","1","96.17300000000002","0","1","0","0.0","-3.27","gOp@DjWkZj`@","CC1=CCCCC1","777"
"-2.2319999999999998","1","128.21499999999997","0","0","5","17.07","-2.13","diDH@@RVUvjjaJ@@","CCCCC(CC)C=O","778"
"-3.603","1","260.24499999999995","0","3","2","61.81","-3.0210000000000004","fluAP@@\dZJSLlsr{lxjtTm@qEETq@@@","COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ","779"
"-2.312","1","226.27599999999995","2","1","4","75.27000000000001","-2.658","f`aQ`@DX@pRSJsvoTxuSMUU@@@","O=C1NC(=O)NC(=O)C1(CC)CCC(C)C","780"
"-6.007000000000001","2","252.31599999999997","0","5","0","0.0","-8.0","fbc@@@LdbbbRTURTwIBUjwhir@D@A@@@@@@","c1ccc2c3c(ccc2c1)c4cccc5cccc3c45","781"
"-1.5230000000000001","1","100.16099999999999","0","0","3","17.07","-1.52","gNq@@dlkUP@","CCC(CC)C=O","782"
"-1.426","1","102.17699999999999","0","0","4","9.23","-1.62","gNq@@eJmUP@","CCCOCCC","783"
"-4.231","1","214.39299999999994","1","0","12","20.23","-5.84","do\H@@RUUUUZjjjj@@","CCCCCCCCCCCCCCO","784"
"-3.572","1","197.44799999999998","1","1","0","20.23","-2.64","deTHpBBHZHFHRYf{i`bH@@","Oc1c(Cl)ccc(Cl)c1Cl","785"
"0.8320000000000001","1","60.056","2","0","0","69.11","0.96","gCe@E`dsP@","NC(=O)N","786"
"-1.446","1","68.11899999999999","0","0","1","0.0","-1.64","gJP@Dk^h@","CCCC#C","787"
"-4.298","1","235.90599999999998","0","1","0","0.0","-3.54","daD@P@qFqDfUjz@H@@","Brc1cccc(Br)c1","788"
"-5.649","1","270.50099999999986","1","0","16","20.23","-8.4","fliA@@@IJjjjjkUUUUUT@@","CCCCCCCCCCCCCCCCCCO","789"
"-1.857","1","135.16599999999997","1","1","1","29.1","-1.33","deVH@DAIgeQej@@@@","CC(=O)Nc1ccccc1","790"
"-1.795","1","300.266","4","4","0","107.22000000000001","-2.7","ffs@p@@DLGM\bbbrRRbfRtKNRTxJRmRtuPPQUDET@@","c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21","791"
"-0.7170000000000001","1","137.14200000000002","2","1","1","68.01","0.009000000000000001","deWH@DJPRY[TYZ`@@@","c1nccc(C(=O)NN)c1","792"
"-4.156000000000001","1","354.8749999999999","1","3","0","20.23","-5.46","fhyAA`@`bBQCHbTQjHMDYEEEIihlUS`eN}MUUUSU@@@","OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ","793"
"-1.449","1","116.15999999999998","0","0","4","26.3","-1.52","daxD@@QIUYjj@@","CC(C)CCOC=O","794"
"-2.0780000000000003","1","120.15099999999995","0","1","1","17.07","-1.28","didH@@RYm^Eh@@@@","CC(=O)c1ccccc1","795"
"-4.9030000000000005","2","256.308","0","4","1","25.78","-5.4","fb}P@@@\rQQQQII[PiTeiuoIrD@@@@@@@@@","c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ","796"
"-0.953","1","182.15599999999998","0","0","6","44.760000000000005","0.43","dmTB`HSBCpRjuUZjj`@","CCOP(=O)(OCC)OCC","797"
"-2.158","1","152.237","0","2","0","17.07","-1.85","dmLH@@RYikKnUjjjh@@","CC2(C)C1CCC(C)(C1)C2=O","798"
"-1.589","1","162.152","0","2","1","60.790000000000006","-0.91","dclh@L[mAJ[VuXUv`@@@@@","COc2cnc1cncnc1n2","799"
"-5.152","1","338.876","0","3","0","0.0","-5.64","f`i@A`@QAHadQJHuDFbLbbbdttVMNBT{tuUUUMP@@","ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ","800"
"-0.743","1","89.094","0","0","1","43.14","-0.62","gGX`hEIWIMsU@@","CC(C)N(=O)=O","801"
"-3.8360000000000003","2","167.21099999999998","1","3","0","15.79","-5.27","dk~@@@RfYU_JGUN`@@B@@@","c1ccc2c(c1)[nH]c3ccccc32","802"
"0.675","1","122.11999999999999","4","0","3","80.92","0.7","daxB@@InRYgjj`@","OCC(O)C(O)CO","803"
"-2.7089999999999996","1","179.21899999999997","1","1","3","52.32","-2.452","dknD@CALbbTRRQgVhHH`@@","CCCOC(=O)c1ccc(N)cc1","804"
"-0.9490000000000001","1","223.16499999999996","1","0","5","73.86","0.6509999999999999","dgnJ`CaLKP|LddrRatsUTtt@@","CNC(=O)C=C(C)OP(=O)(OC)OC","805"
"0.282","1","99.089","1","1","0","46.17","0.3","gOx`DFdrikUL@@","O=C1CCC(=O)N1","806"
"-2.938","1","100.20499999999998","0","0","2","0.0","-4.28","gNp@DjYjj`h@","CCC(C)C(C)C","807"
"-3.4930000000000003","1","316.4270000000001","1","1","8","84.42","-4.16","fjuIb@BBlzBL@BLddJbaTTRvRuYZj@Hjj`@@","CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ","808"
"-3.411","1","270.361","0","3","1","32.260000000000005","-4.6339999999999995","fluHB@DJuX@QdTTTTtRRVHmF|zKU@A@DT@@@","CCN2c1ncccc1N(C)C(=S)c3cccnc23 ","809"
"-3.784","1","239.274","0","3","1","29.54","-3.68","fde``@D@udTTTTRbRNEjp_QZh@h@B@@@","O2c1ccccc1N(CC)C(=O)c3ccccc23 ","810"
"-0.978","2","86.134","0","1","0","9.23","-0.03","gFq@@eJfuU@@","C1CCOCC1","811"
"-2.155","1","96.17299999999999","0","0","3","0.0","-3.01","gNp@DkUzj@@","CCCCCC#C","812"
"-4.0760000000000005","1","244.28999999999994","0","2","3","39.44","-4.314","fdyA`@@HLdrmlkoTYKST`DUMP@@","c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ","813"
"-6.311","1","268.3589999999999","0","5","0","0.0","-7.92","fjs@@@LdbbbTRfQRRxhQm^CEIP@@@HBH@`@@","c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2","814"
"-2.775","1","150.177","0","1","2","26.3","-2.32","dmtD@@QIee^UZ``@@@","CCOC(=O)c1ccccc1","815"
"-1.9240000000000002","1","92.569","0","0","1","0.0","-2.0","gJPHADIKUP@","ClCC(C)C","816"
"-4.317","1","296.41","2","4","0","40.46","-4.3","ffs@`@@YrJIJYJYJZIRtYIUgAS@AUUUUVU@@@","CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ","817"
"-4.025","1","214.34899999999996","0","0","10","26.3","-4.69","do\D@@QIeuUUZjjjh@@","CCCCCCCCCCCC(=O)OC","818"
"-2.307","1","118.24499999999999","0","0","4","0.0","-2.58","gNpH@DIRkUT@@","CCCSCCC","819"
"-5.568","2","228.29399999999998","0","4","0","0.0","-8.6","fdu@@@DjYUUUU`nR\GtP@@@@@@@@@","c1ccc2cc3cc4ccccc4cc3cc2c1","820"
"-2.658","1","151.047","0","0","3","0.0","-3.08","gGPHAbIJmU@@","CCCCCBr","821"
"-2.784","1","98.18899999999998","0","0","3","0.0","-3.82","gNp@Di]ZjDD@","CCCC/C=C/C","822"
"-0.8590000000000001","1","171.15599999999998","1","1","3","81.19","-1.26","dcOLAHHPSXeNrJZJIHlKTuUH@@","Cc1ncc(N(=O)=O)n1CCO ","823"
"-3.8689999999999998","1","140.26999999999998","0","1","4","0.0","-6.08","deT@@LdbRJQUUUU@@","CCCCCC1CCCC1","824"
"-7.261","1","360.88200000000006","0","2","1","0.0","-7.42","fdy@A`@QCH`TPZHmDQbLbbbbbeTQWI^C@TPE@P@@@","Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ","825"
"-1.6030000000000002","1","198.22199999999998","2","1","2","75.27000000000001","-2.148","dg]L@DpFEIeY{fnZifjh@@","O=C1NC(=O)NC(=O)C1(CC)C(C)C","826"
"-2.2319999999999998","1","133.405","0","0","0","0.0","-2.0","gJPLADJHtPduU@@","CC(Cl)(Cl)Cl","827"
"-2.948","1","214.652","1","1","2","41.57","-2.57","dg]D`NV]BHRYWVyih@JZh@@","CON(C)C(=O)Nc1ccc(Cl)cc1","828"
"-1.405","1","196.206","2","2","0","75.27","-3.06","dg}L@DpFEIeY{VnNvjYjj`@","O=C2NC(=O)C1(CCCCC1)C(=O)N2","829"
"-2.3040000000000003","1","211.26099999999994","0","1","1","46.61","-0.85","do~L@CAmrJIJJJsRnZZjfj@@","CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ","830"
"-3.667","1","171.03700000000003","0","1","0","0.0","-3.19","daD@`@qDfUzZ@B@@","Cc1ccc(Br)cc1","831"
"-0.718","1","74.123","0","0","2","9.23","-0.09","gJQ@@eKU@@","CCOCC","832"
"-4.004","1","330.17100000000005","1","2","2","69.72","-4.376","fjmqa@AFcjpPQCHcHhdhcEELYeJ\Lz@HjYijb@@","CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2","833"
"-5.205","1","335.28200000000004","0","1","7","89.51999999999998","-5.53","fn}pSAIZ\Zw``dDRFIBTzfwA{HiCDeDheCBeaJj`BIijj`@@","CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O","834"
"-2.9410000000000003","1","136.194","1","1","0","20.23","-2.05","deTH@@rJJJJlLADP@@","Cc1cc(C)c(O)c(C)c1","835"
"-2.418","2","78.11399999999999","0","1","0","0.0","-1.64","gFp@DiTt@@@","c1ccccc1","836"
"-4.3839999999999995","1","238.45499999999998","0","1","0","0.0","-4.03","daD@P@kNbDfUzZ@B@@","Clc1ccc(I)cc1","837"
"-2.6830000000000003","1","228.67899999999997","1","1","2","41.57","-2.5639999999999996","do}D`ILmBHrJJIIESQa``bfh@@","COc1ccc(NC(=O)N(C)C)cc1Cl","838"
"-3.0180000000000002","1","211.69200000000004","0","1","3","20.310000000000002","-2.48","dg^H`BpHcHeMEEDb]tuAP@@@","CC(C)N(C(=O)CCl)c1ccccc1 ","839"
"-2.85","1","104.15199999999997","0","1","1","0.0","-2.82","daD@@DjUZxHD@@","C=Cc1ccccc1","840"
